"xfettverband","Aussage eines Wundberaters: ""Auf Ai Wunden gehören Fettverbände."" Denn durch den Verlust der Talgdrüsen muss die Haut und die Wunde gefettet werden, da sie das nicht mehr selbst kann. Es gibt einen großen Unterschied zwischen chronischen Wunden (Diabetischer Fuss, Dekubitus etc.) und Akutwunden (Akne inversa sekundäre Wundheilung). Auf chronische Wunden DARF KEIN Fett drauf sondern Hydrogele etc. Auf Ai Wunden MUSS Fett drauf und möglichst keine Hydrogele. Das wird aber von vielen die sich mit Ai nicht auskennen (Auch Ärzten, Pflegern, Wundexperten) falsch gemacht. Darum sucht euch Wundexperten die sich mit Ai auskennen.","Wundexperte Fettverbände"
"xungo","Ich kann Unguentolan Salbe empfehlen (http://bit.ly/1TZ38dX). Leider wird diese aus mangelnder Nachfrage nicht mehr hergestellt. Es gibt aber Rezpete nach welchen man sie sich in der Apotheke anmischen lassen kann. 

Wenn du deinem Arzt sagst, er soll dir eine Rezept ausstellen mit 500g Unguentolan mit 0,5g (0,1%) Gentamycinum sulfunicum, dann zahlt es auch die Kasse. Hier noch ein Erfahrungsbericht zur Salbe: http://bit.ly/1TZ3elX 

Ich bin mir sicher, das jede Apotheke die entsprechende Rezeptur vorliegen hat. Hier ein Zitat eines Apothekers aus einem Rezepte Forum:”...in älteren Vorschriftensammlungen habe ich folgende Grundlagen für Ungt. Ol. jecor. gefunden: gelbe Vaseline oder Ungt. molle oder Eucerin. anhydric.
Sie können auch im Sinne einer Wachssalbe (siehe Ungt. cereum DAB 6) dem Lebertran 30 % Cera alba hinzufügen bzw. zusammen auf dem Wasserbad schmelzen…” Damit sollte ein Apothekr etwas anzufangen wissen.
","Infos Ungoentolan"
"xsaureus","http://bit.ly/saureus","Link Doccheck S.aureus"
"xvideoverband","Hier noch ein paar Tipps (Video) zum Verbandwechsel: 
http://bit.ly/korrekterverband","Verbandwechsel Video"
"xpflege","HÄUSLICHE KRANKENPFLEGE
Für die Hilfe beim Verbandswechsel durch einen Pflegedienst benötigst du eine Verordnung häuslicher Krankenpflege, auf die dein Arzt genau schreibt, welche Leistungen du benötigst; wie oft und wie lange. Diese Verordnung muss VOM PFLEGEDIENST auf der Rückseite ausgefüllt werden, und von dir dann unterschrieben. 

Der Pflegedienst schickt das dann an deine Krankenkasse zur Genehmigung. Die Erstverordnung darf laut GKV (Krankenkassenvereinigung) nur 14 Tage dauern, die Folgeverordnung länger (meist drei Monate). 

WICHTIG ist auch zu wissen, dass zwischen der Ausstellung der Verordnung und dem Eingang bei der KK maximal 3 Werktage liegen dürfen (laut SGB V). 

Wenn du nicht von der Zuzahlung befreit bist, zahlst du pro Verordnung 10,00 Euro + in die ersten 28 Kalendertagen 10 % der Pflegedienstkosten selbst. Die Rechnung bekommt man dann aber nicht vom Pflegedienst, sondern nach Behandlungsende, oder im neuen Geschäftsjahr direkt von der Krankenkasse . Nachzulesen auch im SGB V §37 (Link zum Paragraphen: http://bit.ly/1gvkYmN).

HAUSHALTSHILFE
(1) Versicherte erhalten Haushaltshilfe, wenn ihnen wegen Krankenhausbehandlung oder wegen einer Leistung nach die Weiterführung des Haushalts nicht möglich ist. Voraussetzung ist ferner, daß im Haushalt ein Kind lebt, das bei Beginn der Haushaltshilfe das zwölfte Lebensjahr noch nicht vollendet hat oder das behindert und auf Hilfe angewiesen ist.

(2) Die Satzung soll bestimmen, daß die Krankenkasse in anderen als den in Absatz 1 genannten Fällen Haushaltshilfe erbringt, wenn Versicherten wegen Krankheit die Weiterführung des Haushalts nicht möglich ist. Sie kann dabei von Absatz 1 Satz 2 abweichen sowie Umfang und Dauer der Leistung bestimmen.

(3) Der Anspruch auf Haushaltshilfe besteht nur, soweit eine im Haushalt lebende Person den Haushalt nicht weiterführen kann.

(4) Kann die Krankenkasse keine Haushaltshilfe stellen oder besteht Grund, davon abzusehen, sind den Versicherten die Kosten für eine selbstbeschaffte Haushaltshilfe in angemessener Höhe zu erstatten. Für Verwandte und Verschwägerte bis zum zweiten Grad werden keine Kosten erstattet; die Krankenkasse kann jedoch die erforderlichen Fahrkosten und den Verdienstausfall erstatten, wenn die Erstattung in einem angemessenen Verhältnis zu den sonst für eine Ersatzkraft entstehenden Kosten steht.

(5) Versicherte, die das 18. Lebensjahr vollendet haben, leisten als Zuzahlung je Kalendertag der Leistungsinanspruchnahme den sich nach § 61 Satz 1 ergebenden Betrag an die Krankenkasse, also auch 10 % der entstandenen Kosten pro Kalendertag.

§ 38 SGB V Haushaltshilfe (Link zum Paragraphen: http://bit.ly/1gvli4Q)","Infos häusl. Krankenpflege und Haushaltshilfe"
"HS","Hidradenitis suppurativa / Acne inversa",""
"xseelsorge","Zunächst solltest du dich einmal in psychologische Behandlung begeben. Hierzu kannst du z.B. Kontakt zu verschiedenen Seelsorgeangeboten aufnehmen. 

Therapeutensuche:

Bundes Psychotherapeutenkammer: http://bit.ly/1ToghZk
Psychotherapie Informationsdienst: http://bit.ly/1ToglZ4

Telefonische Soforthilfe:

Telefonseelsorge (24h): http://www.telefonseelsorge.de
Seelsorge der Ev. Kirche: http://bit.ly/1OJTl5G

Überleg dir gut, wenn es dir schlecht geht, wen du anrufst und deine Sorgen erzählst. Es macht keinen Sinn, wenn zwei psychisch angegriffene Teilnehmer miteinander telefonieren. Meist geht es einem hinterher schlechter als vorher. Solche Telefonate gehören in profesionelle Hände. Dafür gibt es ausgebildete Mitarbeiter.

Viele Sozialverbände wie Rotes Kreuz, Johaniter, Maltheser, Diakonie, AWO, Caritas, Kirchen bieten Seelsorge und Therapiemöglichkeiten an, leider meist nur Tagsüber. Die Telefonseelsorge ist hingegen immer und kostenlos via Mail und Telefon erreichbar. 

Die Gesprächspartner über den Kriseninterventionsdienst sind im NOTFALL (schwere psychische Krise) auch rund um die Uhr für dich da. Bei Anruf Stichwort >> Krise:ich wünsche ein Telefonat<< dann wissen die Disponenten Bescheid und du wirstt alsbald zurück gerufen. Du kannst diese ohne Bedenken über deine Rettungsleitstelle >>112<< kontaktieren. Keine Angst, dass läuft vollkommen vertraulich ab.","Infos Seelsorge"
"xrauchen","Also nochmal zum Thema: Rauchen. In aller erster Linie sind mal 90% aller Ai Patienten Raucher. Was schon sehr auffällig ist. ABER, sie ist genau so wenig wie das Übergewicht der Auslöser der Ai. Was die Ai auslöst weiss bisher noch keiner. Es wird vermutet, dass es Hormonelle Probleme sind, die Ai auslösen. Genau weiss man das aber nicht. Rauchen, Übergewicht uns Stress sind die Haupt Triggerfaktoren (Ursachen die Abszesse bzw. Ai Schübe begünstigen). Rauchen ist in jedem Falle ungesund und damit aufzuhören ist sicherlich in jeder Hinsicht keine schlechte Entscheidung. Immerhin befinden sich in einer Zigarette über 4000 Chemikalien von welchen über 300 toxisch (giftig) und über 200 karzerogen (krebserregend) sind. Rauchen fördert die Ai deshalb, weil Zigaretten Nikotin enthalten. In Studien wurde herausgefunden, dass Nikotin die Bildung von Staphillokokkus aureus (http://bit.ly/saureus) fördert. Also des Keims der häufig für die Bildung von Abszessen verantwortlich ist. Mehr Infos zum Rauchen bei Ai und zum Entwöhnen: http://bit.ly/1KhnRDW und weitere Infos in Form eines Videos: http://akne-inversa.org/shorty-rauchen-bei-acne-inversa-hidradenitis-suppurativa/","Ai und Rauchen"
"xhyperkeratose","http://bit.ly/hyperkeratose","Link Doccheck Hyperkeratose"
"xschwarztee","SCHWARZTEEWICKEL: Dazu Schwarztee in hoher Konzentration aufkochen (mindestens 4-5 Beutel auf eine Tasse (Pot) heißes Wasser). Das ganze über Nacht ziehen lassen. Dann eine Kompresse mit dem Tee tränken und auf den Abszess legen. Mehrmals täglich wiederholen.","Schwarzteewickel"
"xtalgdrüse","http://bit.ly/bildtalgdrüse","Link Doccheck Bild einer Talgdrüse"
"xmrsa","http://bit.ly/1AQUNAq","Link Doccheck MRSA"
"xstudien","
Aadams DR et al. (2010) Treatment of hidradenitis suppurativa with etanercept injection. Arch Dermatol 146: 501-504

Attanoos R (1993) Granulomatous hidradenitis suppurativa and cutaneous Crohn's disease. Histopathology 23: 111-115

Bocchini S et al. (2003) Gluteal and perianal hidradenitis suppurativa: surgical treatment by wide excision. Dis Colon Rectum 46: 944-949

Brunsting H (1939) Hidradenitis suppurativa: abscess of the apocrine sweat glands. Arch Derm Syphil 39: 108-120
Cusack C et al. (2006) Etanercept: effective in the management of hidradenitis suppurativa. Br J Dermatol 154: 726-729

Finley EM, Ratz JL (1996) Treatment of hidradenitis suppurativa with carbon dioxide laser excision and second intention healing. J Am Acad Dermatol 34: 465-469

Giamerellos-Bourboulis EJ et al. (2008) An open-label phase II study of the safety and efficacy of etanercept for the therapy of hidradenitis suppurativa. Br J Dermatol 158: 567-572

Hsiao J et al. (2010) Hidradenitis suppurativa and concomitant pyoderma gangrenosum. Arch Dermatol 146: 1265-1270

Jansen T, Plewig G (2000) What's new in acne inversa (alias hidradenitis suppurativa)? J Eur Acad Dermatol Venereol 14: 342-343

Jemec GB (2003) Hidradenitis suppurativa. J Cutan Med Surg 7: 47-56

Katsanos KH et al. (2002) Axillary hidradenitis suppurativa successfully treated with infliximab in a Crohn's disease patient. Am J Gastroenterol 97: 2155-2156

Kurzen H et al. (2008) What causes hidradenitis suppurativa? Exp Dermatol 17: 455-456

Mekies JR et al. (2008) Long-term efficacy of a single course of Infliximab in hidradenitis suppurativa. Br J Dermatol 158: 370-374

Malaguarnera M et al. (1996) Squamous cell carcinoma in Verneuil's disease. Lancet 348: 1449

Martinez F et al. (2001) Hidradenitis suppurativa ans Crohn`s disease: response to treatment with infliximab. Inflamm Bowel Dis 7: 323-326

Pérez Diaz D et al. (1995) Squamous cell carcinoma complicating perianal hidradenitis suppurativa. Int J Colorectal 10: 225-228

Plewig G, Steger M (1989): Acne inversa in: Acne and related disorders. Marks R, Plewig G (Hrsg), Martin Dunitz Ltd., London, S. 345-347

Roy M et al. (1997) Probable association between hidradenitis suppurativa and Crohn's disease:significance of epithelioid granuloma. Br J Surg 84: 375-376

Slade D et al. (2003) Hidradenitis suppurativa: pathogenesis and management. Br J Plast Surg 56: 451-461

Sorio A et al. (2009) Absence of efficacy of oral istotretinoin in hidradenitis suppurativa: a retrospective study based on patients outcome assessment. Dermatology 218:134-135

Velpeau A (1839) In: Aissele: Dictionnaire de Medicine, on Repertoire General des Sciences Medicales sons de Rapport Theorique et Pratique (Behcet Jeune Z ed) Vol. 2: 91

Verneuil A (1854): Etudes sur les tumeurs de la peau et quelques maladies de glandes sudoripares. Arch Gen Med 94: 693-705

Wienert V, Breuninger H, Muller RP (2002) Acne inversa (stage 2). Hautarzt 53: 18-21","Ai Studien"
"xaiursache","Auszug aus den AWMF-S1-Leitlinien Acne inversa (Abschnitt 3.4. Pathogenese: Hjalmar Kurzen, Christos C. Zouboulis) mit Übersetzung:
Trotz intensivierter Forschungsarbeiten der letzten Jahre ist die Pathogenese (Entstehung der Erkrankung) der Hidradenitis suppurativa / Acne inversa noch ungeklärt. Insbesondere ist der Grund für die Chronizität (Langsamer Verlauf) der Erkrankung nach wie vor unklar bzw. umstritten. Der natürliche Erkrankungsverlauf in unterschiedlichen Schweregraden und die begleitenden Provokationsfaktoren sind nur teilweise bekannt. Die Vorstellungen zur Pathogenese der Hidradenitis suppurativa / Acne inversa haben sich in den letzten Jahrzehnten allerdings deutlich gewandelt. Vieles spricht dafür, dass die primären Veränderungen nicht, wie ursprünglich vermutet, die apokrinen (nach aussen abgebend) Drüsen, sondern zumeist Terminalhaarfollikel (Ende des Haarbalgs) betreffen. Das zentrale pathogenetische Ereignis stellt eine Hyperkeratose (Überproduktion von Keratin) mit Verschluss des oberen Anteils des Haarfollikels vergleichbar mit der Acne vulgaris und nicht eine suppurative (Eitrig) Entzündung der apokrinen Schweißdrüsen dar. Offenbar sind dabei eine perifollikuläre (um einen Follikel herum) lymphozytäre (die Lymphozyten (Abwehrkörperchen des Blutes) betreffend bzw. Lymphozyten enthaltend) Entzündung und meist eine ebenfalls sehr frühe infundibuläre (trichterförmig) epitheliale (zum Epithel gehörig bzw. vom Epithel ausgehend) Hyperplasie (Vergrößerung von Gewebe) die Grundlage der folgenden Sinusbildungen (Höhlen oder Gewölbebildung). Folgt man dieser Anschauungsweise, wären beide etablierte Bezeichnungen der Erkrankung, nämlich Hidradenitis suppurativa oder Acne inversa, als Fehlbezeichnung anzusehen. Im Gegensatz zur Acne vulgaris scheint hingegen eine Überproduktion von Sebum (Talg) bzw. seine veränderte Zusammensetzung keine wesentliche Faktoren zu sein. Durch die nachfolgende Dilatation (Ausdehnung) kann es zur Ruptur (Zerreißen) des Follikels mit nachfolgender eitrig-verschmelzender Entzündungsreaktion und Vernarbung in der Dermis  (Bindegewebsschicht) kommen, die zu Sinusformation führt. Nach abgeklungener starker Gewebsschädigung lassen sich auch freie Haarschäfte, umgeben von einem entzündlichen Infiltrat, nachweisen, oft als einziger Indikator, dass der Prozess vom Haarfollikel ausging. Im Gegensatz dazu vermuten andere Autoren, dass die apokrinen Drüsen bei der Hidradenitis suppurativa / Acne inversa-Manifestation dennoch eine Rolle spielen und zwar, dass apokrine Drüsen durch die Sekretion eines noch unbekannten Faktors einen Effekt auf das Acro-Infundibulum (Äusserstes Ende des Haarfollikels) haben.","AWMF Ursache"
"xverbandwechsel","%snippet:xvideoverband%

%snippet:xwunddehnung%

%snippet:xwundfixierung%

%snippet:xungo%

%snippet:xachsel%

","Verbandwechselvideo Sandra"
"xpsyche","Wenn man psychische Probleme hat mit welchen man alleine nicht klar kommt, muss man sich nicht schämen. Um zeitnah Hilfe zu bekommen und nicht auf lange Wartelisten abgeschoben zu werden, kann es hilfreich sein, sich an kirchliche Einrichtungen zu wenden. Diese haben auch ausgebildete Psychologen und Psychotherapeuten und bieten ihre Dienste teils kostenlos oder gegen eine geringe Gebühr an: http://bit.ly/1MF6SwX","Psyche kirchlische Psychologe"
"xschweisdrüsen","Die Schweißdrüsen haben mit der Erkrankung nichts zu tun. Diese Ansicht ist seit einigen Jahren obsolet. Heute weiss man, das eine Überproduktion von Keratin (http://bit.ly/dckeratin) (Hyperkeratose / http://bit.ly/hyperkeratose) den Talgkanal (http://bit.ly/bildtalgdrüse) verstopft und es somit zu einer so genannten Verlegung des Kanals kommt. In Folge dessen kommt es dann zu einer Infektion die durch den Staphilococcus aureus (http://bit.ly/saureus) ausgelöst wird. So entsteht bei Ai das Abszess. ","Infos Schweisdrüsen obsolet"
"xwunddehnung","Hier ein Video zum Thema Wunddehnung: 
http://bit.ly/wunddehnung","Wunddehnung video"
"xpvlmrsa","PVL steht für Panton-Valentine-Leukozidin und ist im Grunde nichts anderes als ein porenöffnendes Gift das von einem Staphilokokkus aureus gebildet werden kann. Das kommt aber nur bei ca. 10% der deutschen Bevölkerung vor. MRSA (http://bit.ly/1AQUNAq) steht für Methicillin-resistenter Staphylococcus aureus. Volkstümlich als Multiresistenter Keim bezeichnet. S.aureus (http://bit.ly/saureus) kann man bei den meisten Ai-Patienten in den Abszessen feststellen. Die sind aber meist nicht resistent.","Info PVL MRSA"
"xiso","Isotretinoin ist der Wirkstoff in Trétinac, Accutane, Acnotin, Aknefug-ISO, Aknenormin, Ciscutan, Curakne, Decutan, Isocutan, Isoderm, Isogalen, Isopel, Isotret-HEXAL, Liderma, Roaccutan. Die S1 AWMF Leitlinien zu Acne inversa / Hidradentitis suppurativa (%snippet:xawmf%) treffen eine ganz klare Aussage. So heißt es unter Punkt 6.4.4 Retinoide:""Eine orale systemische Therapie mit Isotretinoin wird nicht empfohlen.” Unter Punkt 6.4.4.2 heißt es unter anderem weiter:""Orales Isotretinoin ist unwirksam bei der Behandlung von Hidradenitis suppurativa / Acne inversa.” Zudem ist bekannt, dass Isotretinoin als Auslöser von Depressionen bis hin zu Suizidgedanken gilt (Video: http://bit.ly/2d3dwOz). Dies ist, so vermutet man, einer, durch das Medikament ausgelösten rapiden Vitamin-D Reduktion geschuldet (Studie: http://bit.ly/2d3blux). Das heißt, der 25-OH-Vitamin-D-Spiegel wird rapide gesenkt, was bis hin zu Nervenschädigung führen kann. Die meisten Dermatologen verschreiben dazu nämlich nicht die empfohlene hochdosierte Vitamin-D3 und Vitamin-K2 Kur, welchen den Spiegel ausgleichen soll.","Isotretinoin"
"xbagleitlinien","Leitlinien der Bundesarbeitsgemeinschaft Selbsthilfe http://bit.ly/bagleitlinie","Leitlinien BAG Selbsthilfe"
"xcannabisinfo","Infos der 

- Kassenärtzlichen Vereinigung (KBV) und 
- Bundesamt für Arzneimittel und Medizinprodukte (BfArM) und 
- Bundesapothekerkammer (BAK)

zur Verodnung von Cannabis: 

- KVB: http://www.kbv.de/html/cannabis-verordnen.php, 
- BfArM: http://www.bfarm.de/DE/Bundesopiumstelle/Cannabis/Hinweise_Aerzte/_node.html
- BAK: https://www.kvsh.de/db2b/upload/news/Cannabis_Musterverord_Begleit.pdf

Legale, rezeptfreie Cannabisprodukte (CBD) gibt es hier:
http://www.dutch-headshop.com/","Cannabis Infos"
"xgdb","Die Schwerbehinderung (GdB ab 50 [http://bit.ly/2qdIFrD]) bietet einige so genannte Nachteilsausgleiche, die ich hier mal etwas zusammengefasst habe:

Allgemeine Infos:
http://akne-inversa.org/category/behinderung
http://www.einfach-teilhaben.de
https://www.vdk.de/deutschland/tag/Schwerbehinderung

Finanzielle Nachteilsausgleiche: 
http://bit.ly/2qdH45j
http://bit.ly/2qdhaia

Arbeitrechtliche Nachteilsausgleiche:
http://bit.ly/2qdu2Vc
http://bit.ly/2qdv2bV
http://bit.ly/2qdv4k3

Öffentlcihe Verkehrsmittel:
http://bit.ly/2qdGOmJ

Parkausweise
http://bit.ly/2xQYTrT

Rente:
http://bit.ly/2qdxm2A
http://bit.ly/2qdGRiw","Infos Schwerbehinderung"
"xaitipps","EIN PAAR TIPPS!
Allgemein: Du solltest unbedingt in eine Uniklinik gehen. Meist kennt man sich dort mit Ai gut aus. Wenn es bei dir noch im Anfangsstadium ist (Hurley I) kann es noch gut sein, dass man es in den Griff bekommt. Darum unbedingt mal hingehen.

Kleidung: Du solltest darauf achten so wenig wie möglich Synthese zu tragen. Unterwäsche sollte möglichst aus Baumwolle und nicht eng anliegend und/oder reibend sein. Bei Frauen: Beim BH sicher schwierig. Hier aber vielleicht auf Tops etc. umsteigen.

Übergewicht: Natürlich ist es in vielerlei Hinsicht sinnvoll Gewicht zu verlieren. Wenngleich man sich in der Fachwelt immer noch sehr streitet, ob es hier einen kausalen Zusammenhang gibt. Letztlich ist das Gewicht, wenn überhaupt nur ein Triggerfaktor. Den Auslöser der Erkrankung kennt man nicht. Dennoch ist gerade im Sommer, wegen des Schwitzen weniger Gewicht sicher sinnvoll.

Ernährung: Ein heisses Eisen hier bei uns. Ich selbst und ein paar Andere hier leben sehr erfolgreich Vegan und Glutenarm. Wenn du mehr darüber erfahren willst, gebe ich dir gerne via PN mehr Infos. Letztlich musst aber du entscheiden was du möchtest. Wichtig wäre eine Entzündungshemmende Ernährung egal ob vegan oder nicht. 

Waschlotion: Octenisan kann in keinem Fall schaden. Ich dusche täglich damit. Es reduziert eben den S.aureus http://bit.ly/saureus. Und das kann bei uns ja nicht verkehrt sein.

Hoffe ein wenig geholfen zu haben. Wenn du noch Fragen hast, immer her damit.","Ein paar Tipps"
"xdarmmitcharme","Legal kostenloses Hörbuch auf Spotify von Giulia Enders: Darm mit Charme. https://open.spotify.com/album/6HTBPeF9ykKn51e415jneT","Hörbuch Darm mit Charm"
"xhierfalsch","Ich denke du bist hier falsch. Bitte informiere dich hier: http://akne-inversa.org über Anne inversa. Das hat nichts mit normaler Akne vulgaris (an welcher du vermutlich leidest) zu tun. Eventuell ist dieses Gruppe für dich besser geeignet: http://on.fb.me/1Nw1BF0.
","Normale Akne keine Ai"
"xzuzahlung","Zuzahlungsbefreiung kann man bei der KK jederzeit (unabhängig von einer Erkrankung) beantragen. Es gibt einen so genannten Belastungsgrenze in Höhe von 2% (bzw. 1% bei chronisch Kranken) deines brutto Jahreseinkommens. Diesen Betrag musst du in jedem Fall zahlen. Alles was an Zuzahlung darüber hinausgeht, musst du nicht mehr zahlen. Hier genaue Informationen: http://bit.ly/2r82EIQ

""Schwerwiegend chronisch krank"" ist, wer:
wenigstens 1 Jahr lang wegen derselben Krankheit mindestens einmal pro Quartal in ärztlicher Behandlung ist (Dauerbehandlung) und mindestens eines der folgenden Kriterien erfüllt:
- Pflegebedürftig mit Pflegegrad 3 oder höher.
- Grad der Behinderung (GdB) von mindestens 60 oder eine Minderung der Erwerbsfähigkeit bzw. ein Grad der Schädigungsfolgen (GdS) von mindestens 60 %. GdB oder GdS muss durch die schwerwiegende Krankheit begründet sein.
- Eine kontinuierliche medizinische Versorgung (ärztliche oder psychotherapeutische Behandlung, Arzneimitteltherapie, Versorgung mit Hilfs- und Heilmitteln) ist erforderlich, ohne die aufgrund der chronischen Krankheit nach ärztlicher Einschätzung eine lebensbedrohliche Verschlimmerung der Erkrankung, eine Verminderung der Lebenserwartung oder eine dauerhafte Beeinträchtigung der Lebensqualität zu erwarten ist. Quelle: http://bit.ly/2r8tWi9
","Zuzahlungsbefreiung"
"xübergewicht","Übergewicht ist nicht die Ursache der Erkrankung, sondern ""lediglich"" ein Triggerfaktor: http://akne-inversa.org/shorty-unterschied-triggerfaktor-und-ursache-bei-acne-inversa-hidradenitis-suppurativa","Übergewicht"
"xbewegung","Durch Bewegung werden enzündungsfördernde Stoffe im Körper abgebaut und entzündungshemmede Stoffe aufgebaut. 
- Studie “Physical exercise modulates the homeostasis of human regulatory T cells” http://bit.ly/2seLhqi
- Google Suche AGE + Sport: http://bit.ly/2rmPfcC
- Bericht im Tagesspiegel: http://bit.ly/2seJod2","Bewegung gegen Entzündung"
"xschwerbehinderung","Es kommt darauf an, wie sehr jemanden die Krankheit im Alltag, im Vergleich zu gleichaltrigen gesunden Menschen behindert. Denn Bei der Beantragung der Schwerbehinderung, kommt es nicht auf die Erkrankung an sich an. Sondern auf die Einschränkungen die sich aus dieser ergeben. Das sind eben individuelle Werte die von einem Amtsarzt des Versorgungsamtes, aufgrund der medizinischen Unterlagen bewertet werden. So ergibt sich dann zu jeder einzelnen Erkrankung ein so genannter Einzel-GdB. Dieser wird dann nach einem bestimmten Rechenverfahren zu einem Gesamt-GdB ""addiert"". 

Man sollte sich aber die Beantragung gut überlegen: https://www.myhandicap.de/recht-behinderung/schwerbehindertenausweis/nachteile

%snippet:xgdb%","Schwerbehinderung"
"xversmedv","Versorgungsmedizin Verordnung (VersMedV): http://bit.ly/1rnJxYL","VersMedV"
